**************************************************************************

This file provides the results obtained by BaBar for the process
e+ e- --> K+ K- (gamma) using the ISR method near 10.58 GeV.
It contains:

(1) The cross section (nb) and form factor values for 159 CM energy intervals (GeV) from 0.985 to 5 GeV.
The cross section is bare (excluding vacuum polarization) and includes the emission of final state photons.
The form factor is dressed (including vacuum polarization) and does not include the emission of final state photons.

(2) The source of systematic uncertainties and their values in the defined energy intervals. All the values for each source should be taken as 100% correlated in all energy bins. The sources are independent and their contributions should be added quadratically.  

(3) The statistical covariance matrix of the cross section, in the same energy bins as given for the cross section values. This matrix comes from the unfolding of the measured pi+ pi- mass distribution, the corrections between data and MC obtained in larger bins, and the ISR luminosity using the mu+ mu- gamma (gamma) process.
The statistical covariance matrix of the form factor can be derived from the statistical covariance matrix of the cross section using the formula:
cov(|FF|^2)ij = cov(Xsec)ij * (|FF|^2)i / (Xsec)i * (|FF|^2)j / (Xsec)j ,
with i and j being the bin numbers.

**************************************************************************
          
        (1) CROSS SECTION and FORM FACTOR

Energy interval      Cross section	         |FF|^2
   (GeV)                (nb)         

6.93045428640430283E-02 
2.75778048779037922E-02 
3.40867324660942342E-02 
1.54934118527720356E-02 
2.75454035143253353E-02 
6.78374231877385860E-03 
3.08963013674952436E-03 
1.84488592352695033E-02 
-1.59339366111638236E-02 
1.21263627099910763E-02 
-5.60318869523084191E-03 
2.21087445993966153E-02 
1.43794171401630984E-02 
9.93694034644402972E-03 
2.17726943337004245E-03 
3.21890258314247446E-03 
-7.04118501334302410E-04 
-1.52923737012905883E-03 
-7.32342203667759283E-04 
3.09225878652733942E-03 
1.01543313365878331E-02 
-9.79161257932004321E-03 
-1.97481463118188635E-03 
8.76914828239095702E-03 
6.97491622752162855E-03 
-9.94767351571226855E-05 
7.45210056849481255E-03 
-2.29386567467115441E-03 
1.27789204741484319E-03 
-3.95236161923454444E-03 
1.56698749331815566E-02 
1.39712853982446733E-03 
2.01556649602462100E-03 
1.68820136295575298E-03 
5.14576515247039835E-03 
4.69110971066591474E-03 
-2.50872638918166972E-03 
1.53149338133340895E-03 
1.89675725485524910E-03 
2.59931222990474930E-05 
-4.27144730212527211E-03 
2.08086042224107904E-04 
-2.62925096477177990E-03 
2.99797029168919881E-03 
-5.25991619015102590E-03 
-7.96958287406665804E-04 
-1.16315926355004397E-03 
-9.80884479635470890E-05 
3.58602181436468593E-03 
-7.16271888124520094E-04 
-6.58913580217838630E-04 
-1.81449451330311013E-03 
8.50846320180269605E-04 
-3.26004423699277396E-04 
2.74314856892492968E-03 
-5.37037889772362209E-04 
3.95654010108461380E-04 
3.32662961248691600E-03 
-6.40377414597448629E-04 
1.05764492935337892E-03 
-2.29445148207733842E-03 
2.00792305084940238E-03 
1.03945429200748567E-03 
-2.85309982617692982E-03 
3.65142135035120873E-03 
-4.20378640199673933E-04 
-9.27780917087243505E-04 
1.42398000283902376E-03 
1.30235491403426660E-03 
-1.22936978579226905E-03 
-8.81500359793692466E-04 
4.29777627595955784E-04 
1.28420795537081142E-03 
5.52560697727687050E-04 
8.77486105836583008E-04 
1.79421222690450679E-03 
7.33686355371140604E-04 
-1.93358978085467735E-04 
7.81387397458165533E-05 
8.11856237410956360E-04 
2.69504340194554113E-04 
3.55977523957104697E-04 
5.27055220339896517E-04 
2.75209695201817229E-04 
-1.37135256152377041E-04 
3.15965806686102657E-04 
3.84495667576777167E-04 
-2.36310075935123931E-04 
2.78205586762956647E-04 
-1.36064762678017939E-04 
-4.93065915880536339E-04 
3.63869668596647185E-04 
-1.88776286848424201E-04 
-1.75954042573249155E-04 
-3.63829861880479613E-04 
7.35138050654800972E-04 
6.13022620506753930E-05 
5.96360499507450148E-04 
-8.46058429382372170E-05 
-2.19702477092761170E-05 
-1.16953469885677138E-04 
-1.04177866978137192E-04 
1.94606432707120352E-04 
-1.49939765094863795E-04 
-1.02006426942124709E-05 
5.64498529388671905E-06 
-7.65757280693991773E-06 
-6.70693493358222407E-07 
-2.44133378400245764E-05 
1.04721186770825123E-02 
3.56151780478738489E-03 
5.50444604503913006E-03 
2.38616763262847129E-02 
1.15899871684247480E-01 
1.12033194973779865E-01 
7.20263262756743183E-02 
1.27644717837863131E-01 
8.15142515043021376E-02 
2.09843730975368736E-01 
1.91047043289629376E-01 
4.69346308997484529E-01 
3.86999215274958508E-01 
-1.60943688682860714E-01 
9.26986515039114056E-02 
3.59641525125837802E-01 
9.40557940935571990E-01 
1.57473357325398622E+00 
2.86626446004457325E+00 
5.25728663333124580E+00 
6.28523966142418899E+00 
7.60307166660588685E+00 
4.87809910867741614E+00 
4.33251970652032004E+00 
1.76350071300061439E+00 
2.51897389625134682E+00 
1.17841711409065075E+00 
1.97349051805392528E+00 
8.36079250220306713E-01 
9.15774416289227955E-01 
5.27023392549217262E-01 
6.61412836787652891E-02 
1.82947044575529849E-01 
8.21515014020020140E-01 
3.69664705644298652E-01 
5.34257166187464883E-01 
-1.79289382548120935E-01 
-8.55983968948730634E-01 
-1.40435925512446103E+00 
-1.28091763983436024E-01 
1.67044479562392709E+01 
3.88498513770935361E-01 
-4.00863523695209834E-01 
1.05481919920449807E-01 
6.29647740088456614E-02 
7.36940998355950783E-02 
7.17843142717730226E-02 
8.77548547215906555E-02 
7.38073125473852204E-02 
8.41579256205962911E-02 
6.91774832584410720E-02 
5.80786524336462801E-02 
1.07824448315261921E-02 
5.71250928045742984E-02 
1.74449703855400831E-03 
1.40053920917202115E-02 
3.47701460503217000E-02 
8.29034336741089721E-03 
2.98297750133069729E-02 
-1.08789060305214793E-03 
1.96030824119630201E-02 
-5.22366447599005926E-03 
-1.32840842000266947E-02 
1.22979231451811714E-02 
9.10648095479254377E-03 
-8.23459123840542678E-03 
2.81140631099158537E-04 
4.41123110473612846E-03 
1.34765200073222787E-02 
3.79263988116161155E-03 
-2.36272608024964016E-03 
-3.11223106898072047E-03 
-7.52903058555406263E-03 
5.45445738097952246E-03 
6.08876974981245340E-03 
6.35773192992222010E-03 
-2.43947349595708286E-03 
-5.92393017390030474E-03 
1.69420790426620047E-02 
-4.34842293803100032E-03 
8.34716453776219655E-03 
-2.09679448769515241E-03 
-7.01532566633104090E-04 
6.65918655865209170E-03 
3.49785382162325076E-03 
-3.91738742684014356E-03 
1.86115240513182417E-03 
2.62101123141296249E-03 
-7.29287765853769954E-04 
-3.34808273494554892E-03 
1.58246645135786171E-03 
9.29684761536035470E-04 
-1.34127772770833596E-03 
-1.54688423583943164E-03 
-7.30009693659546465E-04 
1.59230371312747850E-03 
-2.97186451614555626E-03 
-7.71744144710900196E-03 
5.28830268158483364E-04 
2.00045297805222884E-03 
1.01773277717556038E-03 
1.42997567969465212E-03 
2.27575426113451034E-03 
-8.56395440297902768E-05 
-4.49124559997132899E-05 
-2.11575228030842343E-03 
1.99649782557321381E-03 
-2.72818054028571956E-04 
3.50285031340198541E-04 
-6.73735547089032239E-04 
2.08798113466737104E-03 
-8.94898468752612771E-04 
-1.43648857268038129E-03 
4.39127918395913760E-05 
-7.03634597260304360E-06 
2.64684403572729328E-04 
-1.57882644411812614E-03 
2.10102686321919380E-03 
-7.65609502523785491E-04 
1.26944007515620845E-03 
1.79250320318614400E-04 
2.32203582784179611E-04 
-3.22557873963244502E-04 
1.30845067645828637E-03 
1.55434581125859351E-04 
2.22255457756552911E-03 
-3.94109499335338015E-04 
1.47485687095961956E-04 
-1.85796234327758404E-04 
-5.76059637912686075E-04 
-4.03875264360949843E-05 
-8.96174844274691732E-06 
2.06717124930758751E-04 
8.61488815238088261E-05 
-7.11983208423109355E-05 
-3.65559360183269794E-06 
6.28832167770679469E-04 
-5.10229262706040037E-04 
1.74890750433541833E-04 
-4.72548335814000566E-04 
-4.25227731360879979E-05 
-8.03987747758940608E-05 
-1.94403645474912129E-04 
3.52465989740943818E-04 
3.16172486981456768E-04 
3.25124249616708569E-05 
3.53044252503318211E-05 
3.97510737237482495E-04 
1.12135339914406826E-04 
8.21291528725181375E-05 
8.69462349131891791E-05 
7.18078089801136452E-06 
1.53095980281241953E-05 
1.11255587048230778E-04 
-2.72718543672692979E-05 
1.74836040572465937E-05 
2.15608951338301267E-05 
-2.94817333504907999E-06 
-6.21944700840980011E-04 
1.98697202827933898E-03 
1.57584109089603935E-02 
3.69299757233462964E-02 
1.10648305852568574E-01 
1.04199326408429868E-01 
1.39053013775704892E-01 
1.42195974663254565E-01 
-2.54116307332343319E-02 
-2.46449099416737483E-01 
-6.97691028271871794E-02 
9.82293343734832319E-02 
1.59741845244098402E-01 
2.57076085790195974E-01 
3.46325998695023951E-01 
1.24642843941545359E-01 
6.52896438937803358E-01 
1.02391063188928877E+00 
1.30047896507352689E+00 
3.32427381380804032E+00 
3.46495739235403910E+00 
5.56159309710337979E+00 
5.98755485789282993E+00 
4.34232525022929661E+00 
1.73920283515326068E+00 
1.67270323781917374E+00 
1.06335099656998078E+00 
1.26595186530507586E+00 
1.42734964411270604E+00 
2.74184565348739806E-01 
4.14616048909203727E-01 
2.31044590363029823E-01 
1.53313999380728344E-01 
3.13778472882896009E-02 
5.71399722182982406E-01 
4.02977088468007116E-01 
4.79740830574328814E-01 
1.40545910133278634E-01 
-1.99483555856477646E-01 
-6.32777674951773061E-01 
-4.24736230894708411E-01 
3.88498513770935361E-01 
1.42058880726479160E+01 
-5.13013416080210005E-01 
1.41049017138677846E-01 
6.40923279815633767E-02 
5.51586979785919432E-02 
-5.19536461835965052E-02 
5.78675751347951378E-02 
-1.01840002081068845E-02 
1.03128853967218229E-01 
1.24988635763974149E-02 
5.61369051190871576E-02 
-7.22115572947672896E-03 
6.79261748030909607E-02 
7.56586220024545175E-03 
2.85361479893997509E-02 
2.75217161553648407E-02 
2.18033278218010690E-02 
-2.07045086313315738E-02 
6.61382787868564255E-03 
4.99858077849251597E-03 
8.52205505519959203E-03 
3.12795288682157129E-03 
3.46843471152589186E-03 
5.04661261227387116E-03 
1.73320879220108630E-02 
1.47232160264524608E-02 
-6.61813634496371400E-03 
-6.32910377745043735E-03 
4.63339989135783288E-03 
-8.13371509241343250E-03 
1.32088172468120529E-02 
1.15401023301686168E-03 
1.19937420514591702E-02 
1.35210508882384253E-02 
3.68150447791999909E-03 
-8.88676659967739362E-03 
-6.52436950988425583E-03 
2.18465982582239249E-03 
-1.53450598925952480E-03 
5.28733692672769037E-03 
-1.71276797415317850E-03 
2.95600970809306292E-04 
4.08927049227456735E-03 
2.53193223619767576E-03 
-1.88153261392947691E-03 
-4.79800637211089402E-04 
9.76733582991280713E-04 
-3.21050283778498988E-04 
1.83924232500396427E-04 
2.22137070534898003E-03 
1.48069838966489228E-03 
3.59509589617195118E-04 
1.43043583928259359E-03 
1.91945495806554917E-04 
4.39710077607723994E-03 
4.68380402312774252E-04 
-4.04803433663254025E-03 
-3.71296461070851156E-03 
-4.64420886832811507E-04 
2.80741516585504731E-03 
2.60445402938889754E-03 
-1.52940291841331493E-04 
-1.20479800739914421E-03 
8.37998956579746684E-04 
-8.65357822654278007E-04 
-2.37335210805908079E-04 
-1.60887125950716597E-03 
-1.13059672250907491E-03 
2.84089759609376137E-03 
-7.42428136335390840E-04 
4.55839280348972482E-04 
1.46885376789435563E-04 
-1.04502542899685214E-03 
1.93468540580269701E-04 
-2.79431186515351356E-04 
-6.55625865115210655E-05 
-1.03254644874659204E-03 
4.80102208051724874E-04 
-6.93162493739657112E-04 
-3.87439857416907116E-04 
-8.20540772749697809E-04 
3.31938538000513760E-04 
-6.19896558233387767E-06 
1.27635610393043585E-03 
-2.06925413410557389E-04 
1.02982132634278200E-03 
5.78591017510628734E-04 
-8.89887144111129862E-05 
5.06327634055215225E-04 
3.70476869651971375E-04 
-3.24048629669836032E-04 
3.23952857285777270E-04 
-1.85211340512851761E-04 
-8.39325519966426176E-05 
-5.03680677063048803E-04 
5.50989768684372982E-04 
-7.45333856993310071E-05 
8.24517962974239554E-05 
7.68210544222516084E-04 
-4.43242536967399902E-04 
1.36892803256908664E-04 
5.97810654927794123E-04 
5.29933537628414074E-05 
-6.46950308406709761E-05 
3.74033645360194174E-04 
-2.72987397164524989E-04 
3.76228678817488267E-04 
-5.13414411669582986E-04 
-1.14405728556765359E-05 
1.03767226127205595E-05 
1.01029259095007111E-04 
1.37617058017036278E-04 
1.92905940201630787E-05 
2.17581654900652997E-05 
1.34650885830679276E-05 
-2.83268841388528381E-05 
4.81255894405420802E-06 
-8.10638435824935629E-04 
-4.92794995570843431E-03 
1.35788662911580371E-02 
-7.54312479814866696E-03 
4.13038495198899541E-02 
7.90817215592407551E-03 
-7.43312663282999497E-03 
4.16636593748052758E-02 
1.59411331464489603E-02 
1.16014862153005535E-01 
3.78413173724159446E-02 
1.41240119189604996E-01 
2.61010051105331556E-02 
1.67534129685737554E-01 
3.79425503674156839E-01 
5.15008349228449736E-01 
3.28232437465379612E-01 
9.69016578943037388E-01 
1.22986921092687052E+00 
1.76259875979270642E+00 
2.68279501810988474E+00 
4.52717505776659390E+00 
5.86077823486206295E+00 
3.83138821566910437E+00 
2.71037755103766198E+00 
1.92038589143647087E+00 
1.08645208750146427E+00 
1.04542702036573343E+00 
7.22186636062571830E-01 
5.18999022364312057E-01 
4.48718343225320226E-01 
3.61775488613065854E-01 
4.24167800260271344E-01 
2.11595053185743176E-01 
2.83263698376348128E-01 
2.33866372931010369E-01 
2.66076782506842247E-01 
9.71581727347780449E-02 
2.37660516327973248E-01 
5.44557360042859512E-02 
-1.18255834264956353E-01 
-4.00863523695209834E-01 
-5.13013416080210116E-01 
2.46602520773357359E+00 
-2.06892380881439297E-01 
6.08567105112109152E-02 
2.95691629348976449E-02 
4.27128796468039598E-02 
5.05669438970836535E-02 
3.81341754828262297E-02 
2.42309962655816898E-02 
2.77954450328417833E-02 
3.20742630837857964E-02 
7.33783795782773536E-03 
2.65741697842981212E-02 
1.36746205803237562E-02 
1.23432598963205895E-02 
1.56489309039950421E-03 
7.05735764681112397E-03 
6.56750941901610048E-03 
1.83790493020853521E-03 
5.59855873063420592E-03 
5.83254927296664432E-05 
4.05443926427803605E-03 
8.02461601874838310E-03 
-6.62576807945632171E-04 
1.84074183378583108E-03 
1.18730700185906918E-03 
4.13343326536909968E-03 
6.18986434137906369E-03 
4.51632701897267119E-03 
2.96858202960085084E-03 
3.11921685487015704E-03 
4.35833649692938044E-03 
-3.12660545082639636E-03 
1.46928821589739004E-03 
3.09798622971301646E-03 
5.05512848473525095E-03 
2.81656036380529239E-03 
1.66077360725292106E-03 
6.87755989078154493E-05 
7.04311632274139121E-03 
1.14178189647114355E-03 
2.21312504113189978E-03 
-3.39414260741191997E-04 
2.43167059345412832E-04 
1.85302995463419414E-03 
-5.62351778485021235E-04 
-3.90746236509882780E-04 
4.28319229950007146E-04 
-1.51845648300546446E-04 
-1.58521603453985006E-04 
8.31778160549172837E-04 
-9.71555490615821763E-04 
1.53044433831576315E-04 
-1.26493592327665935E-03 
4.93939744926496019E-04 
-1.96192374526183745E-03 
1.15563487112525960E-03 
-6.77776645428562643E-04 
4.89312591226665383E-04 
-6.04890981425829349E-04 
5.99770267677719236E-05 
-3.46114273605743978E-04 
-1.17190574098260383E-03 
1.60337994660286352E-04 
7.18166190742098828E-06 
-2.03833312472101225E-04 
1.52451998497332811E-04 
-3.65295308358492598E-06 
5.82699761497285258E-04 
8.36361921875729058E-04 
4.98527130552732381E-04 
8.91359551407479235E-04 
1.08896386954196954E-03 
-5.37390587938300587E-04 
-3.47634394077911836E-04 
5.22532041402373531E-04 
-5.35498982939564190E-04 
-3.32995954110322588E-04 
7.62954736357527403E-04 
-1.61324268688636081E-04 
-1.53229722095706884E-04 
6.45805862296788499E-05 
-7.63611256539853411E-05 
2.99699425463000502E-04 
1.66338904578155686E-04 
3.84220072506792079E-04 
5.10070146603595420E-04 
8.07704455074921990E-05 
4.04645839592603750E-06 
-1.28148589035804365E-04 
2.26510309321372279E-04 
6.32966238114198224E-05 
1.54924973866763215E-04 
4.83480320002454967E-05 
4.13809582521062658E-05 
5.86877328648425245E-05 
1.15850388850918476E-04 
9.51201028842351863E-05 
-9.32735542400725916E-05 
1.33049879274309581E-05 
-1.26979153725039790E-05 
1.21605512333457260E-04 
4.68927371541804950E-05 
3.15115296976199580E-05 
-1.20920401003949814E-05 
4.17607192767790948E-05 
-1.34290669600083324E-04 
1.83015453456788607E-04 
-2.91069018404603953E-05 
9.98631806361409082E-05 
-3.68229289132247767E-05 
1.28454171414846961E-05 
2.02234703438203041E-05 
2.35430692639818551E-06 
5.30560133204932382E-07 
1.27320672092566340E-06 
5.38633797751768918E-06 
-5.16783057592809904E-04 
-7.18674995013451716E-04 
-3.50119090370229957E-03 
6.18841604660205075E-02 
4.02109061256272077E-02 
3.27995826607070107E-02 
1.47306183291362677E-02 
3.14944999325239977E-02 
5.21490816794393380E-02 
9.35371240416232597E-02 
7.99888393684933807E-02 
1.25009006025436076E-02 
2.17036258623409806E-03 
1.37017810267566653E-01 
1.29552954494364991E-01 
3.25680850391477816E-01 
2.14014813069332843E-01 
7.46941457952759791E-01 
7.84972827991272992E-01 
1.63810840683473780E+00 
2.81122816480853510E+00 
3.28594538553116333E+00 
4.37317575139362980E+00 
3.78350266715260508E+00 
2.10299999504224644E+00 
1.37824343330016053E+00 
1.09079990420876971E+00 
8.14326606824614441E-01 
5.67810863667246535E-01 
5.30585303906284667E-01 
5.69255504398579304E-01 
4.21789492950252587E-01 
1.15251064262244865E-01 
3.26030447330869833E-01 
1.85176062731270491E-01 
3.10506834471492077E-01 
1.58949617995254311E-01 
1.16776956594239437E-01 
1.47350406566379072E-01 
1.56045041011764307E-01 
1.60040234126110792E-01 
1.05481919920449807E-01 
1.41049017138677873E-01 
-2.06892380881439297E-01 
2.10980203944104883E+00 
-2.29270161705713876E-01 
3.65971895116941406E-02 
3.57110407370502536E-02 
4.53659220792095724E-02 
2.31729592651913792E-02 
8.20509194348410277E-03 
3.60178769034850133E-02 
3.34857772308271712E-02 
1.20253728059635575E-02 
1.84495350579712142E-02 
1.77364711140547346E-02 
4.81843351783783035E-03 
5.17110705368527528E-03 
4.37173415605231989E-03 
1.08060776621102198E-02 
6.65393298931067200E-03 
5.48593841930033500E-03 
5.07768058371395326E-03 
-8.51909104215819871E-04 
4.12900177563171183E-03 
7.01423004353414503E-04 
8.91900473423644542E-03 
4.32747830799966489E-03 
6.42313261073771476E-04 
9.11704800759336929E-04 
3.74737477482027124E-03 
-1.49127986468244400E-03 
4.74210236733332065E-03 
3.17135780974864929E-04 
3.64262625578592710E-03 
6.98677812759366406E-04 
2.67135271699154003E-03 
-1.89602032318079766E-03 
-2.89361315335977557E-03 
4.77758989790315509E-03 
1.62466567764316312E-03 
1.04356426535244366E-03 
1.25625125921035100E-03 
2.42336195187624727E-03 
-2.49177765794554541E-03 
8.12927273444099575E-04 
1.33828730626778247E-03 
-3.79943935392944244E-04 
-1.22933982874485473E-03 
-6.10972831359685403E-04 
3.05396718175715933E-04 
4.03633286624877671E-04 
-1.58451093944180388E-04 
-9.30651327902397405E-04 
-7.60244820327009616E-05 
3.90720223046809917E-04 
-1.67722986367624285E-03 
9.96074723918363844E-04 
1.97610672742792762E-04 
6.86069203132580506E-04 
-3.29624922793666242E-07 
1.35563587586116674E-04 
7.12148059104597314E-05 
-5.69905656234062099E-04 
4.08735297370946087E-04 
-5.76613170212000544E-04 
-4.86725664784984087E-04 
-1.98941173608268933E-04 
6.16638174084134559E-04 
-2.37473008839262961E-04 
2.75255374794316025E-05 
8.04404675224076649E-05 
2.62883242844845033E-04 
-1.66190874141711794E-04 
-8.48464388400195740E-05 
-4.73435909839512063E-05 
-2.16528557555078561E-04 
3.24330902061271823E-04 
3.91795025903944746E-04 
-1.68451745368100673E-04 
4.55542782426665365E-04 
-1.35957655020873749E-04 
9.74125530089660923E-06 
1.16157866233296877E-04 
-5.60335238254686292E-04 
3.61126519876679383E-04 
-1.23648666521868072E-04 
9.30508558855565587E-04 
-1.24560180648237322E-04 
-6.75717322568459623E-04 
2.13481466413965214E-04 
2.21359439507441366E-04 
-1.28469921908239198E-05 
-1.25089635525680876E-04 
-1.88913075771997372E-04 
-1.46456199735173085E-04 
2.41562651651828719E-05 
1.24195941689818882E-04 
2.01171137485774680E-04 
-1.14890422838199248E-04 
-5.36440419338833914E-05 
-3.82232980745329548E-05 
4.28691265973837931E-05 
2.83914627535169932E-05 
-7.94943314445857477E-05 
1.11782149204978337E-04 
6.81501690784028252E-06 
6.59028739908331899E-07 
-8.72503983022285945E-05 
-8.88421959243698006E-05 
4.07738412587631017E-05 
-5.05939460040386152E-05 
4.64625025684107392E-05 
3.83427107626046828E-05 
-3.73655363763973167E-05 
-3.04176256983032384E-06 
-7.76352179612920148E-06 
5.08303651898109369E-06 
6.42715527207997898E-06 
4.47628849774339590E-04 
-1.75140551473247121E-03 
6.71353175994292978E-03 
-2.34154650186205841E-02 
1.29054379558972959E-02 
9.57448969029495514E-03 
2.57950514026335995E-02 
1.29367658163006376E-02 
7.53134257856421380E-02 
2.89411560385505542E-02 
-1.64517915814289019E-02 
9.21590872956326163E-02 
1.96418517801273756E-01 
9.47522530870606866E-02 
1.27596847307124506E-01 
2.66762414853738417E-01 
2.74684299154815070E-01 
4.60993466276926167E-01 
7.21234944313523529E-01 
9.17631787164516988E-01 
1.36952853027079891E+00 
1.62779710408383771E+00 
2.10839108214004822E+00 
1.80618181372446829E+00 
